MAKE,MODEL,MODEL_YR,BODY_STYLE,VEHICLE_TYPE,DRIVE_TRAIN,PRODUCTION_RELEASE,VEHICLE_CLASS,BODY_FRAME,NUM_OF_SEATING,SEAT_LOC,SEAT_LOC_COMMENTS,MIN_GROSS_WEIGHT,MAX_GROSS_WEIGHT,UPPER_BELT_ANCHORAGE,UPPER_BELT_ANCHORAGE_LOC,SEAT_BELT_PRETENSIONER,SEAT_BELT_PRETENSIONER_LOC,LOAD_LIMITERS,LOAD_LIMITERS_LOC,FRNT_BELT_INDICATOR,FRNT_BELT_LOC,REAR_BELT_INDICATOR,LATCH_REAR_POSITION,HEAD_SAB,HEAD_SAB_TYPE,HEAD_SAB_LOC,HEAD_SAB_MOUNT_LOC,HEAD_SAB_MEET_REQUIREMENTS,HEAD_SAB_DEPLOY_IN_ROLLOVER,TORSO_SAB,TORSO_SAB_TYPE,TORSO_SAB_LOC,TORSO_SAB_MOUNT_LOC,KNEE_BOLSTERS,KNEE_BOLSTERS_LOC,ADL,HEAD_RESTRAINT_IND,DYNAMIC_HEAD_RESTRAINT_IND,BETI,BLIND_SPOT_DETECTION,DAY_RUN_LIGHTS,ADAPTIVE_CRUISE_CONTROL,ABS,ARS,ARS_LOC,AUTO_CRASH_NOTIFICATION,CRASH_DATA_RECORDER,ANTI_THEFT_DEVICE,ANTI_THEFT_DEVICE_TYPE,FRNT_COLLISION_WARNING,NHTSA_FRNT_COLLISION_WARNING,NHTSA_FCW_EVALUATION,LANE_DEPARTURE_WARNING,NHTSA_LANE_DEPARTURE_WARNING,NHTSA_LDW_EVALUATION,CRASH_IMMINENT_BRAKE,NHTSA_CRASH_IMMINENT_BRAKE,NHTSA_CIB_EVALUATION,DYNAMIC_BRAKE_SUPPORT,NHTSA_DYNAMIC_BRAKE_SUPPORT,NHTSA_DBS_EVALUATION,NHTSA_ESC,PELVIS_SAB,PELVIS_SAB_TYPE,PELVIS_SAB_LOC,PELVIS_SAB_MOUNT_LOC,OVERALL_STARS,FRNT_TEST_NO,FRNT_VIN,FRNT_DRIV_STARS,FRNT_PASS_STARS,FRNT_SAFETY_CONCERN_DRIV,FRNT_SAFETY_CONCERN_PASS,FRNT_FOOT_NOTES,FRNT_FOOT_NOTES_PASS,OVERALL_FRNT_STARS,CURB_WEIGHT,FRNT_TESTED_WITH,HIC15_DRIV,CHEST_DEFL_DRIV,LEFT_FEMUR_DRIV,RIGHT_FEMUR_DRIV,NIJ_DRIV,NECK_TENS_DRIV,NET_COMP_DRIV,HIC15_PASS,CHEST_DEFL_PASS,LEFT_FEMUR_PASS,RIGHT_FEMUR_PASS,NIJ_PASS,NECK_TENS_PASS,NET_COMP_PASS,SIDE_TEST_NO,SIDE_VIN,SIDE_DRIV_STARS,SIDE_PASS_STARS,SIDE_BARRIER_STAR,COMB_FRNT_STAR,COMB_REAR_STAR,SIDE_SAFETY_CONCERN_DRIV,SIDE_SAFETY_CONCERN_PASS,SIDE_FOOT_NOTES,SIDE_FOOT_NOTES_PASS,OVERALL_SIDE_STARS,SIDE_TESTED_WITH,SIDE_HIC_36_DRIV,RIB_DEFLECTION_DRIV,ABDOMEN_FORCE_DRIV,SYMPHYSIS_FORCE_DRIV,SIDE_HIC_36_PASS,PELVIC_FORCE_PASS,POLE_TEST_NO,POLE_VIN,SIDE_POLE_STARS,POLE_SAFETY_CONCERN,POLE_FOOT_NOTES,POLE_TESTED_WITH,POLE_HIC_36_DRIV,PELVIC_FORCE,ROLLOVER_POSSIBILITY,STATIC_STABI_FACTOR,TIP,ROLL_SAFETY_CONCERN,ROLL_FOOT_NOTES,ROLLOVER_STARS,NHTSA_BACKUP_CAMERA,BACKUP_CAMERA
AUDI,Q7,2024,SUV,MPV,AWD,1,, ,7,"1,3,4,5,6,7,9", ,6393.0,6581.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3",,"4,5,6,7,9",Standard,Head Protection,"1,3,4,6,7,9", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3,4,6", ,,,,"1,3,4,5,6,7,9",Not Available,,Standard, ,,,Standard/Optional,"1,3,4,6/R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,, , , , ,5.0,14271.0,WA1ACBF74PD002763,4.0,5.0,,,,,4.0,4822.0,"FRONTAL AIRBAG,KNEE AIR BAG",,,,,,,,,,,,,,,14270.0,WA1LCBF72PD002513,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,11825.0,WA1AHAF73JD008119,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0.155,1.26,No Tip,,,4.0,,
AUDI,Q8,2024,SUV,MPV,AWD,1,, ,5,"1,3,4,5,6", ,6471.0,6471.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3,4,6", ,,,,"1,3,4,5,6",Not Available,,Standard, ,,,Standard/Optional,"1,3,4,6/R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,, , , , ,5.0,10660.0,WA1AVAF19KD010530,4.0,5.0,,,,,5.0,4930.0,"FRONTAL AIRBAG,KNEE AIR BAG",,,,,,,,,,,,,,,14274.0,WA1EVBF13PD001885,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,10659.0,WA1AVAF14KD010029,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0.159,1.25,No Tip,,,4.0,,
AUDI,Q8 E-TRON,2024,SUV,MPV,AWD,1,, ,5,"1,3,4,5,6", ,6933.0,7099.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,5,6",Not Available,,Standard, ,,,Standard/Optional,"1,3,4,6/R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,, , , , ,5.0,10826.0,WA1LAAGE0KB014841,4.0,4.0,,,,,4.0,5760.0,"CURTAIN AIR BAG,FRONTAL AIR BAG,KNEE AIR BAG",212.435,28.856,609.779,1489.338,0.23,1127.447,71.162,322.757,13.164,1087.042,1417.098,0.38,700.485,298.411,10827.0,WA1LAAGEXKB014815,5.0,5.0,5.0,5.0,5.0,,,,These ratings do not apply to vehicles with optional rear seat torso/pelvis airbag,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",43.944,18.07,520.996,1048.56,123.235,2574.42,10828.0,WA1LAAGE9KB013705,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",279.383,2807.879,0.092,1.5,No Tip,,,5.0,,
AUDI,Q8 SPORTBACK E-TRON,2024,SUV,MPV,AWD,1,, ,5,"1,3,4,5,6", ,6933.0,7099.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,5,6",Not Available,,Standard, ,,,Standard/Optional,"1,3,4,6/R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,, , , , ,5.0,10826.0,WA1LAAGE0KB014841,4.0,4.0,,,,,4.0,5760.0,"CURTAIN AIR BAG,FRONTAL AIR BAG,KNEE AIR BAG",212.435,28.856,609.779,1489.338,0.23,1127.447,71.162,322.757,13.164,1087.042,1417.098,0.38,700.485,298.411,10827.0,WA1LAAGEXKB014815,5.0,5.0,5.0,5.0,5.0,,,,These ratings do not apply to vehicles with optional rear seat torso/pelvis airbag,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",43.944,18.07,520.996,1048.56,123.235,2574.42,10828.0,WA1LAAGE9KB013705,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",279.383,2807.879,0.092,1.5,No Tip,,,5.0,,
BMW,X1,2024,SUV,MPV,AWD,1,, ,5,"1,3,4,5,6", ,4850.0,4850.0,Not Available,Not Available,Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3,4,6", ,Standard,"1,3",,"1,3,4,5,6",Not Available,, , ,,,Standard,"1,3,4,5,6", ,Standard, , ,,,,,,, ,,, ,,,, , , , ,4.0,14386.0,WBX73EF00P5W05128,4.0,5.0,,,,,4.0,3733.0,"FRONTAL AIRBAG,KNEE AIR BAG",223.228,31.131,1613.73,1657.58,0.35,1331.25,341.073,310.686,13.084,1755.69,2009.39,0.32,601.021,454.442,14383.0,WBX73EF04P5W21137,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",77.443,20.768,632.896,1469.43,102.337,3004.89,14382.0,WBX73EF08P5W19441,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",230.4,2883.47,0.174,1.22,No Tip,,,4.0,,
BMW,X3,2024,SUV,MPV,AWD,1,, ,5,"1,3,4,5,6", ,5203.0,5556.0,Not Available,Not Available,Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,5,6",Not Available,, , ,,,Standard,"1,3,4,5,6", ,Standard, , ,,,,,,, ,,, ,,,, , , , ,5.0,10681.0,5UXTR9C52KLD94893,5.0,5.0,,,,,5.0,4057.0,"CURTAIN AIR BAG,FRONTAL AIR BAG,KNEE AIR BAG",101.58,21.213,517.805,1246.817,0.21,898.447,282.721,176.406,14.794,815.045,508.627,0.38,620.245,320.857,10683.0,5UXTR7C53KLF30114,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",63.462,12.204,680.543,1224.912,132.744,3533.811,10684.0,5UXTR7C57KLF34067,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",281.449,2775.75,0.171,1.2256,No Tip,,,4.0,,
BMW,X3,2024,SUV,MPV,RWD,1,, ,5,"1,3,4,5,6", ,5203.0,5556.0,Not Available,Not Available,Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,5,6",Not Available,, , ,,,Standard,"1,3,4,5,6", ,Standard, , ,,,,,,, ,,, ,,,, , , , ,5.0,10681.0,5UXTR9C52KLD94893,5.0,5.0,,,,,5.0,4057.0,"CURTAIN AIR BAG,FRONTAL AIR BAG,KNEE AIR BAG",101.58,21.213,517.805,1246.817,0.21,898.447,282.721,176.406,14.794,815.045,508.627,0.38,620.245,320.857,10683.0,5UXTR7C53KLF30114,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",63.462,12.204,680.543,1224.912,132.744,3533.811,10684.0,5UXTR7C57KLF34067,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",281.449,2775.75,0.172,1.224,No Tip,,,4.0,,
BMW,X5,2024,SUV,MPV,AWD,1,, ,7,"1,3,4,5,6,7,9", ,6122.0,6559.0,Not Available,Not Available,Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3,4,6", ,Standard,"1,3",,"1,3,4,5,6","1,3",, , ,,,Standard,"1,3,4,5,6,7,9", ,Standard, , ,,,,,,, ,,, ,,,, , , , ,4.0,10642.0,5UXCR6C52KLK87127,4.0,4.0,,,,,4.0,4728.0,"FRONTAL AIR BAG,KNEE AIR BAG",209.129,32.795,2827.812,2596.192,0.34,1365.628,498.432,341.809,19.333,2345.619,1857.546,0.35,976.881,398.42,10645.0,5UXCR6C57KLK79699,5.0,5.0,5.0,5.0,5.0,,,,"These ratings do not apply to vehicles with the optional ""comfort bench"" rear seat",5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",72.253,15.724,579.785,1240.983,47.681,2597.082,10640.0,5UXCR6C50KLK80029,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",308.431,3541.896,0.159,1.2506,No Tip,,,4.0,,
BUICK,ENCLAVE,2024,SUV,MPV,AWD,1,, ,7,"1,3,4,6,7,8,9", ,6173.0,6173.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Head Protection,"1,3,4,6,7,9", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", , , ,,"1,3,4,6,7,9",Not Available,,Standard, ,,,Standard/Optional,"1,3/R", ,Standard, , ,Standard,Standard & Optional,Meets Performance Criteria,Standard,Standard & Optional,Meets Performance Criteria,Standard,Standard & Optional,Meets Performance Criteria,Standard,Standard & Optional,Meets Performance Criteria,, , , , ,5.0,14243.0,1GNEVFKW1NJ190413,5.0,5.0,,,,,5.0,3414.0,"FRONTAL AIRBAG,KNEE AIR BAG",170.385,19.871,308.544,213.239,0.2,961.986,370.571,306.678,15.553,1232.15,1038.49,0.35,426.781,492.98,14259.0,1GNERGKW4NJ133052,5.0,4.0,5.0,5.0,4.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",134.768,23.941,802.218,1006.18,228.642,4346.04,14244.0,1GNERFKW9NJ191667,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",339.906,3034.7,0.151,1.27,No Tip, ,,4.0,,
BUICK,ENCLAVE,2024,SUV,MPV,FWD,1,, ,7,"1,3,4,6,7,8,9", ,6173.0,6173.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Head Protection,"1,3,4,6,7,9", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", , , ,,"1,3,4,6,7,9",Not Available,,Standard, ,,,Standard/Optional,"1,3/R", ,Standard, , ,Standard,Standard & Optional,Meets Performance Criteria,Standard,Standard & Optional,Meets Performance Criteria,Standard,Standard & Optional,Meets Performance Criteria,Standard,Standard & Optional,Meets Performance Criteria,, , , , ,4.0,14243.0,1GNEVFKW1NJ190413,5.0,5.0,,,,,5.0,3414.0,"FRONTAL AIRBAG,KNEE AIR BAG",170.385,19.871,308.544,213.239,0.2,961.986,370.571,306.678,15.553,1232.15,1038.49,0.35,426.781,492.98,14259.0,1GNERGKW4NJ133052,5.0,4.0,5.0,5.0,4.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",134.768,23.941,802.218,1006.18,228.642,4346.04,14244.0,1GNERFKW9NJ191667,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",339.906,3034.7,0.169,1.23,No Tip, ,,4.0,,
BUICK,ENCORE GX,2024,SUV,MPV,AWD,1,, ,5,"1,3,4,5,6", ,4211.0,4409.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3,4,6", ,Standard,"1,3",,"1,3,4,6",Not Available,,Standard, ,,,Standard/Optional,1/R, ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,5.0,11270.0,KL79MRSL2MB047092,5.0,4.0,,,,,5.0,3258.0,"FRONTAL AIR BAG,KNEE AIR BAG",184.547,21.013,370.198,1160.696,0.24,845.81,66.527,401.446,10.386,1819.813,1705.146,0.29,681.588,362.983,11271.0,KL79MPS2XMB048275,5.0,5.0,5.0,5.0,5.0,,,,,5.0,,90.795,28.062,886.017,2042.736,185.41,2299.375,11054.0,KL4MMBS20LB070343,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",336.514,2630.681,0.179,1.21,No Tip,,,4.0,,
BUICK,ENCORE GX,2024,SUV,MPV,FWD,1,, ,5,"1,3,4,5,6", ,4211.0,4409.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3,4,6", ,Standard,"1,3",,"1,3,4,6",Not Available,,Standard, ,,,Standard/Optional,1/R, ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,5.0,11270.0,KL79MRSL2MB047092,5.0,4.0,,,,,5.0,3258.0,"FRONTAL AIR BAG,KNEE AIR BAG",184.547,21.013,370.198,1160.696,0.24,845.81,66.527,401.446,10.386,1819.813,1705.146,0.29,681.588,362.983,11271.0,KL79MPS2XMB048275,5.0,5.0,5.0,5.0,5.0,,,,,5.0,,90.795,28.062,886.017,2042.736,185.41,2299.375,11054.0,KL4MMBS20LB070343,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",336.514,2630.681,0.185,1.2,No Tip,,,4.0,,
BUICK,ENVISION,2024,SUV,MPV,AWD,1,, ,5,"1,3,4,5,6", ,4960.0,5180.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,1,,"1,3,4,6",Not Available,,Standard, ,,,Standard/Optional,"1,3/R", ,Standard, , ,Standard,Standard & Optional,Test Pending,Standard,Standard & Optional,Test Pending,Standard,Standard & Optional,Test Pending,Standard,Standard & Optional,Test Pending,, , , , ,5.0,15237.0,LRBFZME48RD024280,4.0,5.0,,,,,5.0,3920.0,"FRONTAL AIRBAG,KNEE AIR BAG",,,,,,,,,,,,,,,15239.0,LRBFZME4XRD015774,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,15238.0,LRBFZME44RD019027,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0.147,1.28,No Tip,,,4.0,,
BUICK,ENVISTA,2024,SUV,MPV,FWD,1,, ,5,"1,3,4,5,6", ,4255.0,4255.0,Not Available,Not Available,Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Head Protection,"1,3,4,6", , , ,Standard,Torso and/or Pelvis Protection,"1,3", , , ,,"1,3,4,6",Not Available,,Optional, ,,,Optional,R, ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,4.0,15064.0,KL77LFE21RC176468,5.0,4.0,,,,,4.0,0.0,"FRONTAL AIRBAG,KNEE AIR BAG",182.207,24.011,411.506,418.522,0.29,932.041,89.068,279.405,20.426,869.992,1055.52,0.4,980.487,430.478,15069.0,KL77LFE22RC201930,4.0,5.0,5.0,4.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",170.758,30.696,1279.38,1274.95,377.686,1803.59,15269.0,KL77LFE29RC157344,5.0,,"During the side pole impact test, the seat torso/pelvis air bag deployed through the back and front seam of the seat back bolster.","URTAIN AIR BAG,TORSO/PELVIS AIR BAG",463.587,3261.69,0.155,1.26,No Tip,,,4.0,,
CADILLAC,ESCALADE,2024,SUV,MPV,4WD,1,, ,8,"1,3,4,5,6,7,8,9", ,7400.0,7700.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3,4,5,6,7,8,9",,"4,5,6",Standard,Head Protection,"1,3,4,6,7,9", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", , , ,,"1,3,4,6,7,9",Not Available,,Standard, ,,,Standard/Optional,"1,3/R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,4.0,11350.0,1GNSKNKD2MR140625,5.0,4.0,,,,,4.0,5619.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONTAL AIR BAG",146.052,22.623,677.064,716.776,0.23,1377.73,225.458,233.49,15.937,1481.5,3606.03,0.47,1180.93,285.003,11351.0,1GNSCNKD8MR173416,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONT CENTER AIR BAG",24.671,17.416,495.28,524.692,88.155,1101.8,11349.0,1GNSCNKD8MR176557,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONT CENTER AIR BAG",239.029,3396.4,0.219,1.15,No Tip,,,3.0,,
CADILLAC,ESCALADE,2024,SUV,MPV,RWD,1,, ,8,"1,3,4,5,6,7,8,9", ,7400.0,7700.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3,4,5,6,7,8,9",,"4,5,6",Standard,Head Protection,"1,3,4,6,7,9", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", , , ,,"1,3,4,6,7,9",Not Available,,Standard, ,,,Standard/Optional,"1,3/R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,4.0,11350.0,1GNSKNKD2MR140625,5.0,4.0,,,,,4.0,5619.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONTAL AIR BAG",146.052,22.623,677.064,716.776,0.23,1377.73,225.458,233.49,15.937,1481.5,3606.03,0.47,1180.93,285.003,11351.0,1GNSCNKD8MR173416,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONT CENTER AIR BAG",24.671,17.416,495.28,524.692,88.155,1101.8,11349.0,1GNSCNKD8MR176557,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONT CENTER AIR BAG",239.029,3396.4,0.212,1.16,No Tip,,,3.0,,
CADILLAC,ESCALADE ESV,2024,SUV,MPV,4WD,1,, ,8,"1,3,4,5,6,7,8,9", ,7600.0,7700.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3,4,5,6,7,8,9",,"4,5,6",Standard,Head Protection,"1,3,4,6,7,9", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", , , ,,"1,3,4,6,7,9",Not Available,,Standard, ,,,Standard/Optional,"1,3/R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,4.0,11350.0,1GNSKNKD2MR140625,5.0,4.0,,,,,4.0,5619.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONTAL AIR BAG",146.052,22.623,677.064,716.776,0.23,1377.73,225.458,233.49,15.937,1481.5,3606.03,0.47,1180.93,285.003,11351.0,1GNSCNKD8MR173416,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONT CENTER AIR BAG",24.671,17.416,495.28,524.692,88.155,1101.8,11349.0,1GNSCNKD8MR176557,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONT CENTER AIR BAG",239.029,3396.4,0.219,1.15,No Tip,,,3.0,,
CADILLAC,ESCALADE ESV,2024,SUV,MPV,RWD,1,, ,8,"1,3,4,5,6,7,8,9", ,7600.0,7700.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3,4,5,6,7,8,9",,"4,5,6",Standard,Head Protection,"1,3,4,6,7,9", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", , , ,,"1,3,4,6,7,9",Not Available,,Standard, ,,,Standard/Optional,"1,3/R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,4.0,11350.0,1GNSKNKD2MR140625,5.0,4.0,,,,,4.0,5619.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONTAL AIR BAG",146.052,22.623,677.064,716.776,0.23,1377.73,225.458,233.49,15.937,1481.5,3606.03,0.47,1180.93,285.003,11351.0,1GNSCNKD8MR173416,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONT CENTER AIR BAG",24.671,17.416,495.28,524.692,88.155,1101.8,11349.0,1GNSCNKD8MR176557,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONT CENTER AIR BAG",239.029,3396.4,0.212,1.16,No Tip,,,3.0,,
CADILLAC,LYRIQ,2024,SUV,MPV,AWD,1,, ,5,"1,3,4,5,6", ,6724.0,6945.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,5,6",Not Available,,Standard, ,,,Standard/Optional,"1,3,4,6/R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,5.0,14500.0,1GYKPPRL2RZ113395,5.0,4.0,,,,,5.0,5812.0,"FRONTAL AIRBAG,KNEE AIR BAG",183.225,25.837,425.812,563.746,0.19,802.615,109.528,258.736,14.571,1010.18,1177.56,0.44,667.285,241.674,14501.0,1GYKPPRK5RZ109123,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",54.892,21.501,678.595,974.111,117.925,1577.97,14505.0,1GYKPPRK9RZ123266,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",347.597,3196.55,0.089,1.52,No Tip, , ,5.0,,
